;Gebiet;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;Ruckowitzschachten;Ruckowitzschachten;Ruckowitzschachten;Ruckowitzschachten;Ruckowitzschachten;Ruckowitzschachten;Ruckowitzschachten;Ruckowitzschachten;Ruckowitzschachten;Ruckowitzschachten;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;;Ruckowitzschachten;
;Plot-ID;1A;;1B;;1C;;1D;;1E;;2A;;2B;;2C;;3A;;3B;;3C;;3D;;3E;;4A;;4B;;4C;;5A;;5B;;5C;;5D;;6A;;6B;;6C;;6D;;7A;;7B;;7C;;7D;;7E;;8A;;8B;;8C;;9A;;9B;;9C;;10A;;10B;;10C;;11;;12A;;12B;;12C;;12D;;12E;;Jehl_1;Jehl_2;Jehl_3;Jehl_4;Jehl_5;Jehl_7;Jehl_8;Jehl_9;Jehl_10;Jehl_11;Jehl_12;11A;;11B;;11C;;11D;;11E;
g;Carex leporina;;;;;0,5;50;;;;;0,1;34;;;;;;;;;0,5;46;;;;;;;0,5;36;0,5;30;;;0,1;14;0,1;7;0,1;35;;;0,5;45;0,1;14;0,1;28;;;1;25;0,5;15;;;;;;;0,1;21;0,1;7;;;1;22;;;;;;;;;;;;;2;27;0,1;11;;;;;;;;;5;;;;;;;3;18;;;;;0,5;32;10;30
g;Carex nigra;;;;;0,1;15;;;;;3;25;18;60;30;25;;;3;39;0,5;37;;;;;;;30;45;7;23;;;1;9;18;20;1;28;;;;;;;;;;;;;;;;;;;;;;;16;18;3;40;;;;;10;45;20;47;;;;;20;27;;;;;;;0,1;30;11;3;20;2;30;10;10;;;;1;;;;;;;3;17;;
g;Carex pallescens;;;;;;;;;;;;;;;;;;;;;;;3;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;26;0,1;23;1;42;;
g;Carex panicea;;;;;;;;;;;;;3;45;;;;;;;;;;;;;;;1;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;25;;;;;;;;;;;;;;;9;2;15;3;1;;10;40;25;40;;;;;;;;;;;
g;Carex pilulifera;;;;;;;1;10;1;12;;;;;;;20;10;;;;;;;;;;;;;;;;;;;;;;;;;0,1;15;;;;;0,1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;11;0,5;22;;;;;;;;;;;;;;;;;;;;;;;;;
g;Carex rostrata;;;;;;;;;;;;;18;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;8;;;;5;10;;;;;;;;;;;;;;
g;Dactylis glomerata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;20;4;95;2;31;5;75;0,1;25;0,5;15;0,1;66;0,1;19;0,5;87;;;2;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;15;0,5;71;0,1;74;0,2;60;;
g;Deschampsia cespitosa;;;;;;;;;;;6;90;5;93;1;77;;;;;3;100;40;115;;;5;43;;;1;109;;;2;75;;;;;;;;;;;;;;;;;;;;;20;95;;;;;;;;;;;;;0,5;97;;;8;88;;;;;0,1;11;;;;;;;;;;;;;0,5;;;;;;;;;;;;;;
g;Deschampsia flexuosa;;;0,1;90;0,1;75;;;;;;;;;;;3;45;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;20;;;;;;;;;;;;;;;;;1;55;0,1;58;2;85;;;;;;;;;;;7;88;;;;;10;62;0,1;40;;;;;;;;;;;;;;;;;;;;;
g;Eriophorum angustifolium;;;;;;;;;;;;;18;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;35;1;30;;;;;;;;;;;;;;;1;1;1;;;0,5;0,5;;;5;20;;;;;;;;;;
g;Festuca rubra;;;22;90;50;95;9;70;13;65;30;90;3;75;7;70;2;65;14;75;2;80;1;55;;;;;10;90;10;64;;;16;50;2;67;3;68;20;70;12;77;15;72;17;77;15;73;25;65;30;67;25;73;20;75;20;73;8;69;16;73;0,1;25;2;70;10;82;;;5;104;;;;;5;83;12;67;12;75;20;20;;;1;5;1;2;5;5;1;0,5;;1;3;15;73;18;72;25;74;17;68;20;84
g;Festuca rubra nicrescens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
g;Glyceria fluitans;;;;;;;;;;;;;;;;;;;;;0,5;90;;;;;10;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
g;Holcus mollis;;;;;;;5;52;13;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;21;;;;;;;;;;;19;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;;;;;;;;;;
g;Juncus articulatus;;;;;;;;;;;;;;;;;;;;;0,5;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;;;;;;;;;;;;;;;
g;Juncus bulbosus;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
g;Juncus effusus;;;;;;;;;;;;;0,1;40;2;70;;;;;40;90;21;50;;;;;20;60;0,5;43;;;;;;;;;;;15;60;;;;;;;;;;;;;;;;;;;;;;;;;;;5;55;1;55;1;80;;;0,1;33;;;0,1;62;;;;;16;;1;12;1;;4;1;;;1;;;;;;;;;;
g;Juncus filiformis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;
g;Juncus tenuis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
g;Luzula campestris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
g;Luzula multiflora;;;;;;;;;;;;;;;;;0,1;20;;;;;;;;;;;;;0,1;37;;;;;;;0,1;24;;;;;;;;;;;;;0,5;26;;;;;;;;;;;;;;;1;36;;;;;;;;;;;;;0,5;47;;;;;;0,5;;;;0,1;;;;1;;0,5;30;1;36;1;37;;;;
g;Luzula sylvatica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
g;Nardus stricta;;;;;;;0,1;10;;;;;;;;;20;40;35;35;;;;;;;;;0,5;33;;;;;0,5;12;;;76;50;;;;;;;;;;;4;29;;;;;;;;;;;2;43;;;52;50;50;40;;;0,1;27;;;;;;;;;18;43;;;;;1;40;20;;;25;5;;15;20;12;;;;;;;;;;
g;Phleum pratense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;88;0,5;55;0,1;38;0,1;78;;;;;;;0,1;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;37;2;60;5;54;5;51;0,1;46
g;Poa humilis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
g;Poa pratensis s.str.;;;0,5;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;26;10;33;10;34;;;0,5;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;16;0,1;42;0,5;29;0,2;32;0,5;27
g;Poa trivialis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
g;Poa supina;;;;;;;;;;;;;3;48;5;35;;;;;5;60;5;60;;;;;;;0,5;45;;;0,5;21;;;;;;;;;;;0,5;27;;;0,5;25;3;21;5;32;5;24;0,5;32;;;0,5;26;;;;;5;33;2;32;;;;;;;;;0,5;23;;;;;;;;;;;;;;;;;;;;;;;;;;;
g;Trisetum flavescens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
b;Acer pseudaplatanus;;;;;;;;;;;;;;;0,5;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;5;;;5;25;0,1;9;0,1;5;0,5;17;0,1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
b;Betula pendula juv.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
b;Fagus sylvatica juv.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
b;Picea abies B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
b;Picea abies juv.;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;25;;;;;;;;;;;;;0,1;5;1;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
b;Sorbus aucuparia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Achillea millefolium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24;0,5;12;;;;;;;;;;;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;13;0,1;16;;
k;Aegopodium podagraria ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;
k;Ajuga reptans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;;;;;;;;;;;;;;;
k;Alchemilla monticola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;4;;;0,5;6;10;4;1;5;3;5;0,5;4;0,5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;1,5;0,5;7;1;8;;;;
k;Alchemilla vulgaris;;;;;;;;;;;;;;;;;;;;;4;26;0,5;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Anemone nemorosa;;;;;;;;;;;;;0,1;12;;;;;0,1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;4;0,1;4;;;0,5;6;0,1;4
k;Antriscus sylvestris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;14;;;0,5;23;;
k;Athyrium filix-femina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Bistorta officinalis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Caltha palustris ;;;;;;;;;;;;;;;;;;;;;20;31;;;;;9;14;8;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;23;;;20;22;;;;;;;;;;;;;1;0,5;1;5;5;2;3;1;2;;;;;;;;;;;;
k;Campanula rotundifolia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Cardamine amara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;3;;;;;;;;;;;;;;;;;;0,1;;;;;;;;;;;;;;;
k;Cardamine pratensis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;;;;;;;;;;;;
k;Callitriche palustris agg.;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Cerastium holosteoides;;;;;;;;;;;;;;;;;;;;;;;0,1;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Chaerophyllum hirsutum;;;;;;;;;;;;;;;;;;;;;7;38;;;;;1;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;27;;;5;55;;;;;;;;;;;;;;;;5;;0,5;;;;;;;;;;;;;;;
k;Chrysosplenium alternifolium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Chrysosplenium oppositifolium;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Circaea alpina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Cirsium palustre;;;;;;;;;;;;;13;105;1;13;;;;;1;37;;;;;;;0,1;90;10;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;27;2;92;;;;;;;;;;;;;;;0,5;0,1;0,1;;;0,5;;0,1;0,5;0,5;;;;;;;;;;;
k;Crepis mollis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Crepis paludosa;;;;;;;;;;;;;;;;;;;;;0,1;24;;;;;0,1;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
k;Dactylorhiz fuchsii;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;49;0,1;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;35;;;;;;;;;;;;;;;;;0,5;;0,5;[0,1];;;;0,5;0,5;;;;;;;;;;
k;Dryopteris spec.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Epilobium montanum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Epilobium palustre;0,1;10;;;;;;;;;;;0,5;40;;;;;;;;;;;;;;;0,1;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;43;0,5;32;;;;;;;;;;;;;;;;;;0,5;;0,1;0,5;0,5;;;;;;;;;;;;;
k;Equisetum sylvaticum;;;;;;;;;;;;;0,1;25;;;;;;;;;;;;;0,1;9;1;26;10;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;32;1;33;5;45;;;;;;;;;;;;;0,1;;0,5;;0,5;0,5;5;0,5;0,5;0,5;1;;;;;;;;;;
k;Ficaria verna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Fragaria vesca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Galeopsis tetrahit;;;;;0,5;16;;;;;;;5;29;0,1;17;;;0,1;16;0,5;58;0,1;16;;;;;0,1;25;;;0,1;12;1;9;;;1;18;;;;;0,1;5;;;;;0,1;8;;;0,1;8;0,1;5;;;0,1;7;;;;;;;;;1;37;0,5;18;0,5;10;;;;;0,1;11;0,5;14;;;;;;;;;;;;0,1;0,1;;;;;;;;;;;0,1;2
k;Galium palustre;;;;;;;;;;;;;;;;;;;;;1;34;;;;;0,5;1;1;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;33;;;2;28;;;;;;;;;;;;;0,5;0,5;0,5;0,5;;;0,1;0,1;;;;;;;;;;;;;
k;Galium saxatile;0,5;20;45;22;40;18;40;12;25;5;26;25;5;20;30;14;23;9;33;15;;;2;18;;;;;;;30;15;;;58;13;63;16;5;17;15;15;15;20;33;11;1;10;30;12;23;10;25;17;42;10;26;15;40;16;23;8;42;16;20;5;30;14;30;21;;;;;;;;;20;15;40;10;30;30;50;8;;;;;;;1;0,1;;;;;;18;17;2;11;30;21;1;19;20;16
k;Galium uliginosum;;;;;;;;;;;;;;;;;;;;;0,1;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;32;;;;;;;;;;;;;;;;;;0,1;;0,1;;0,5;0,5;;;;;;;;;;;;
k;Geranium sylvaticum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;13;20;28;10;29;7;32;;
k;Glechoma hederacea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Heracleum sphondylium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Hieracium lachenalii;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Hieracium lactucella;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Homogyne alpina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Hypericum maculatum;;;;;;;;;;;;;;;;;;;;;0,5;40;0,5;32;;;;;0,1;30;15;34;;;0,1;25;;;;;20;40;16;40;5;32;25;48;25;35;2;40;3;35;1;18;0,5;19;;;10;38;;;;;;;1;30;20;44;;;;;;;;;3;29;;;;;;;;;;;0,1;;;;;;;20;36;25;38;5;33;20;39;0,5;21
k;Impatiens glandulifera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Lychnis flos-cuculi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;59;;;;;;;;;;;;;;;2;5;;5;3;3;1;1;1;;;;;;;;;;;;
k;Lysimachia nemorum;;;;;;;;;;;;;;;;;;;;;;;;;;;9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;;;;;3;;;;;;;;;;;;;;
k;Lysimachia vulgaris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Maianthemum bifolium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
k;Mentha arvensis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
k;Myosotis nemorosa;;;;;;;;;;;;;0,5;37;0,1;12;;;;;1;40;;;;;0,5;8;0,5;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;27;1;30;0,5;15;;;;;;;;;;;;;1;0,5;;0,5;;0,5;;0,5;1;0,5;0,1;;;;;;;;;;
k;Myosotis palustris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Oxalis acetosella;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Pedicularis sylvatica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Pinguicula vulgaris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,5;;;;;;;;;;
k;Plantago lanceolata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Potentilla erecta;;;;;;;;;;;;;0,1;37;10;15;;;;;;;0,5;17;;;;;15;22;5;20;;;0,1;10;;;;;;;;;;;;;0,5;6;;;;;;;;;;;;;;;;;;;0,5;8;2;24;7;35;;;;;;;;;;;;;;;5;2;10;0,5;8;5;4;2;5;2;5;;;;;2;13;;;;
k;Prunella vulgaris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;8;1;3;;0,5;;;;0,5;3;;;;;;;;;;
k;Ranunculus acris;0,1;25;;;0,1;7;;;;;;;;;;;;;;;0,1;34;;;;;;;0,5;24;0,1;13;;;;;;;;;1;31;0,5;8;0,1;9;1;31;0,5;9;1;40;0,5;27;0,5;8;;;;;;;;;;;;;;;0,5;39;;;;;;;;;;;;;;;;;;0,5;1;3;1;;;;;;;;;5;36;1;50;0,5;32;;
k;Ranunculus flammula;;;;;;;;;;;;;;;;;;;;;;;;;;;2;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Ranunculus repens;0,1;10;;;;;;;;;0,1;5;;;;;;;;;0,5;27;3;14;;;;;0,5;16;;;;;;;;;;;0,5;5;;;;;0,5;7;;;0,1;17;;;;;;;;;0,1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;;;;;;;;;;;;;;;;;
k;Rhinanthus minor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k;Rubus idaeus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
